title,console,alcohol_reference,animated_blood,blood,blood_and_gore,cartoon_violence,crude_humor,drug_reference,fantasy_violence,intense_violence,language,lyrics,mature_humor,mild_blood,mild_cartoon_violence,mild_fantasy_violence,mild_language,mild_lyrics,mild_suggestive_themes,mild_violence,no_descriptors,nudity,partial_nudity,sexual_content,sexual_themes,simulated_gambling,strong_janguage,strong_sexual_content,suggestive_themes,use_of_alcohol,use_of_drugs_and_alcohol,violence,esrb_rating,Unnamed: 34,Unnamed: 35,Unnamed: 36,index,release_date,publishers,developers,rating,metascritic_score,users_score,genres
Timothy vs the Aliens,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,2714,2021/12/03,Wildsphere,Wildsphere,,0.0,0.0,"Action Adventure, Open-World"
ACA NEOGEO MAGICAL DROP III,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,68,2018/06/06,Hamster,Data East,T,0.0,0.0,"Puzzle, Matching"
Little Adventure on the Prairie,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1366,2018/02/22,Infinite Madaa,Infinite Madaa,E10+,0.0,2.3,"Action, Platformer, 2D"
Suicide Guy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,T,,,,2337,2018/02/22,Chubby Pixel,Chubby Pixel,M,70.0,6.4,"Action Adventure, General"
Apex Construct,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,206,2018/03/20,Fast Travel Games,Fast Travel Games,,79.0,3.8,"Action, Shooter, Light Gun"
Deadbolt,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,T,,,,617,2018/02/20,Hopoo Games,"Code Mystics Inc., Hopoo Games",T,0.0,5.4,"Action, Platformer, 2D"
Run Dorothy Run,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2048,2018/03/13,Virtro Entertainment,Virtro Entertainment,,0.0,0.0,"Action, General"
Symmetry,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,2390,2019/10/03,SPARK Games,SPARK Games,,0.0,0.0,"Adventure, General"
Tiles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,2705,TBA 2023,RA Game Studios,RA Game Studios,,0.0,0.0,"Adventure, General"
Premium Pool Arena,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1840,2018/02/20,"Iceflake Studios,Bigben Interactive","Bigben Interactive, Iceflake Studios,Iceflake Studios",E,0.0,0.0,"Sports, Individual, BilliardsSports, Individual, Billiards"
The Station,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,T,,,,2660,2018/02/20,The Station,The Station,T,63.0,7.1,"Adventure, 3D, First-PersonAdventure, 3D, First-Person"
MLB The Show 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1396,2018/03/27,Sony Interactive Entertainment,Sony Interactive Entertainment,E,82.0,6.3,"Sports, Team, Baseball, Sim"
Fe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,885,2018/02/16,Electronic Arts,Zoink!,E,73.0,7.0,"Action, Action Adventure, General, Open-WorldAction, Action Adventure, General, Open-WorldAction, Action Adventure, General, Open-World"
Guilt Battle Arena,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1078,2018/02/14,"ForwardXP,Invincible Cat,ForwardXP","Invincible Cat,ForwardXP","T,E10+,T",59.0,0.0,"Miscellaneous, Party / MinigameMiscellaneous, Party / MinigameMiscellaneous, Party / Minigame"
The Witch and the Hundred Knight 2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,,,,2681,TBA,NIS America,Nippon Ichi Software,T,0.0,0.0,"Role-Playing, Action RPG"
ACA NEOGEO THE LAST BLADE 2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,T,,,,114,2018/04/19,Hamster,,T,0.0,0.0,"Action, Fighting, 2D"
Drunkn Bar Fight,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,744,2018/02/13,The Munky,The Munky,M,0.0,5.1,"Action, ""Beat-Em-Up"", 3D"
Knockout League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,,,,1311,2018/02/13,Grab Games,Grab Games,T,84.0,6.2,"Sports, Individual, Combat, Boxing / Martial ArtsSports, Individual, Combat, Boxing / Martial Arts"
Mahjong Carnival,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1425,2018/02/13,8Floor,8Floor,E,0.0,0.0,"Miscellaneous, Puzzle, Matching, Board / Card Game"
Pinstripe,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,1795,2018/02/13,Armor Games,Thomas Brush,T,0.0,0.0,"Miscellaneous, Action Adventure, General"
Pop-Up Pilgrims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,1831,2018/02/13,Dakko Dakko,Dakko Dakko,E,63.0,0.0,"Strategy, Real-Time, General"
Schacht,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,2120,2018/02/13,GuriGroup,GuriGroup,E,0.0,0.0,"Action, Platformer, 3D"
Sprint Vector,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2272,2018/02/13,Survios,Survios,E10+,82.0,7.4,"Racing, Arcade, Other"
The Fall Part 2: Unbound,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,T,,,,2528,2018/02/13,Over The Moon,Over The Moon,T,74.0,7.8,"Action Adventure, GeneralAction Adventure, GeneralAction Adventure, General"
True Fear: Forsaken Souls - Part 1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,2765,2018/02/13,The Digital Lounge,"Goblinz, Goblinz Studio",T,0.0,5.8,"Puzzle, Hidden Object"
Tom Clancy's Rainbow Six Siege: Advanced Edition,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,2724,2018/02/13,Ubisoft,Ubisoft,M,0.0,4.9,"Action, Shooter, First-Person, TacticalAction, Shooter, First-Person, Tactical"
South Park: The Stick of Truth,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,M,,,,2234,2018/02/13,Ubisoft,Ubisoft,M,0.0,8.3,"Role-Playing, General"
MX vs ATV All Out,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1402,2018/03/27,THQ Nordic,Rainbow Studios,E10+,42.0,6.2,"Racing, Simulation, AutomobileRacing, Simulation, Automobile"
Devil May Cry HD Collection,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,,,,678,2018/03/13,Capcom,"Pipeworks Software, Inc., NeoBards Entertainment",M,71.0,8.4,"Miscellaneous, CompilationMiscellaneous, CompilationMiscellaneous, Compilation"
Under Night In-Birth Exe:Late[st] ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,2784,2018/08/20,Arc System Works,French-Bread,,0.0,8.5,"Action, Fighting, 2D"
Aegis Defenders,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,ET,,,,153,2018/02/08,GUTS Department,GUTS Department,E10+,78.0,6.4,"Role-Playing, Action RPGRole-Playing, Action RPG"
ACA NEOGEO BLAZING STAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ET,,,,52,2019/01/22,Hamster,Yumekobo,E10+,0.0,0.0,"Action, Shooter, ""Shoot-Em-Up"", Horizontal"
Crossing Souls,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,,,,531,2018/02/13,Devolver Digital,Fourattic,"T,M",75.0,6.9,"Action Adventure, GeneralAction Adventure, General"
ACA NEOGEO SAMURAI SHODOWN III,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,91,2018/04/19,Hamster,Hamster,T,0.0,0.0,"Action, Fighting, 2D"
Bleed 2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,360,2018/02/09,Digerati,"Digerati Distribution, Digerati",T,78.0,7.0,"Action, Platformer, 2D"
Dandara,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,577,2018/02/06,Raw Fury,"Long Hat House,Raw Fury, Long Hat House,Raw Fury, Long Hat House",E10+,70.0,7.9,"Action, General, Platformer, 2D, Action, General, Platformer, 2D, Action, General, Platformer, 2D, "
Dragon Sinker,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,720,2018/02/06,Kemco,EXE Create,E10+,0.0,0.0,"Role-Playing, Japanese-Style"
Happy Drummer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1111,2018/01/09,Shanghai Lusion Computer Software Co. Ltd.,"LusionSoft, Shanghai Lusion Computer Software Co. Ltd.",E,0.0,0.0,"Action, Rhythm, Music"
Happy Drummer VR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1112,2017/01/24,Shanghai Lusion Computer Software Co. Ltd.,"LusionSoft, Shanghai Lusion Computer Software Co. Ltd.",,0.0,0.0,"Action, Rhythm, Music"
Inception VR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,M,,,,1221,2018/02/01,"Inception VR, Inc.","Inception VR, Inc.",M,0.0,0.0,"Miscellaneous, General"
Marooners,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,1452,2018/02/06,M2H,M2H,E,58.0,5.8,"Miscellaneous, Party / MinigameMiscellaneous, Party / Minigame"
Frutakia 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,950,2022/06/09,CrazySoft,CrazySoft,E,0.0,0.0,"Miscellaneous, Gambling"
Nightmares from the Deep 3: Davy Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,,,,1651,2018/02/02,Artifex Mundi,G5 Software,T,72.0,0.0,"Puzzle, Hidden ObjectPuzzle, Hidden Object"
>Observer_,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,M,,,,36,2017/08/15,"Bloober Team,Aspyr,Aspyr",Bloober Team,M,86.0,7.6,"Adventure, 3D, First-PersonAdventure, 3D, First-PersonAdventure, 3D, First-Person"
Extinction,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,,,,822,2018/04/10,Modus Games,Iron Galaxy Studios,M,52.0,1.9,"Action Adventure, GeneralAction Adventure, General"
God of War,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,,,,1036,2022/01/14,PlayStation PC,SCE Santa Monica,M,93.0,8.6,"Action Adventure, Linear"
Cold Iron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,,,,497,2018/01/30,Catch & Release,Catch & Release,T,71.0,8.5,"Action Adventure, GeneralAction Adventure, General"
Titan Quest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,2718,2018/03/20,THQ Nordic,THQ Nordic,T,66.0,6.8,"Role-Playing, Action RPGRole-Playing, Action RPG"
Wonder Boy: The Dragon's Trap,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2935,2022/10/07,DotEmu,,E10+,0.0,0.0,"Action, Platformer, Metroidvania"
BRIKS 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,M,,,,289,2018/03/13,SMOBILE INC,SMOBILE INC,,0.0,0.0,"Action, Arcade"
Mercenary Kings,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,T,,,,1484,2014/04/01,Tribute Games,Tribute Games,T,70.0,5.8,"Action, General, General, Shooter, Scrolling, ""Shoot-Em-Up"", Vertical, Horizontal"
Out Of Ammo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,1726,TBA - Early Access,RocketWerkz,RocketWerkz,,0.0,0.0,"Action, Shooter, First-Person, Arcade"
Pierhead Arcade,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1783,2016/04/05,Mechabit Ltd,Mechabit Ltd,,0.0,0.0,"Miscellaneous, Party / Minigame"
Railway Empire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,1921,2018/01/30,Kalypso,Gaming Minds Studios,E,79.0,7.1,"Simulation, Strategy, Management, Vehicle, Train, Business / TycoonSimulation, Strategy, Management, Vehicle, Train, Business / Tycoon"
Strikers Edge,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,2328,2018/01/30,"Plug In Digital Label,Fun Punch Games",Fun Punch Games,T,68.0,6.0,"Action, Shooter, ""Shoot-Em-Up"", Top-DownAction, Shooter, ""Shoot-Em-Up"", Top-Down"
Wulverblade,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,,,,2960,2018/01/31,Darkwind Media,Darkwind Media,M,77.0,7.4,"Action, ""Beat-Em-Up"", 2D"
Drift Zone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,740,2018/07/12,Awesome Industries,Awesome Industries,E,0.0,0.0,"Action, Racing, Simulation, General, Automobile"
Celeste,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,455,2018/01/26,Matt Makes Games Inc.,Matt Makes Games Inc.,E10+,94.0,7.6,"Action, Platformer, 2D"
ACA NEOGEO SHOCK TROOPERS,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,99,2018/01/25,Hamster,"Saurus,Hamster",T,0.0,0.0,"Action, Shooter, ""Shoot-Em-Up"", Top-DownAction, Shooter, ""Shoot-Em-Up"", Top-Down"
Laws of Machine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1335,2018/04/18,Badri Bebua,Badri Bebua,,0.0,0.0,"Action, Platformer, 2D"
Wild Turkey Hunter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,,,,2926,2018/01/24,PSR Outdoors,PSR Outdoors,T,0.0,2.3,"Sports, Individual, Nature, Hunting"
Mutant Football League,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,1556,2018/01/19,Digital Dreams Entertainment LLC,Digital Dreams Entertainment LLC,M,72.0,7.2,"Sports, Team, Football, ArcadeSports, Team, Football, Arcade"
Batman: The Enemy Within - Episode 4: What Ails You,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,M,,,,302,2018/01/22,Telltale Games,Telltale Games,M,81.0,7.2,"Adventure, Point-and-ClickAdventure, Point-and-ClickAdventure, Point-and-Click"
Iconoclasts,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,1205,2020/01/23,Bifrost Entertainment,Bifrost Entertainment,,0.0,7.5,"Action, Action Adventure, Platformer, Open-World, , Metroidvania"
SWORD ART ONLINE: FATAL BULLET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,2100,2018/02/23,Bandai Namco Games,Dimps Corporation,T,72.0,7.3,"Action, Shooter, Third-Person, ArcadeAction, Shooter, Third-Person, ArcadeAction, Shooter, Third-Person, Arcade"
The aquatic Adventure of the Last Human,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,2687,2018/01/23,Digerati,"Digerati Distribution, Digerati",T,0.0,0.0,"Action Adventure, General, Open-World"
The Inpatient,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,2546,2018/01/23,Sony Interactive Entertainment,Supermassive Games,M,59.0,6.0,"Action Adventure, Survival"
RENTO FORTUNE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1882,2018/06/01,LAN - GAMES EOOD,LAN - GAMES EOOD,E,0.0,0.0,"Miscellaneous, Board / Card Game"
ACA NEOGEO POWER SPIKES II,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,80,2018/04/19,Hamster,Video System,E,0.0,0.0,"Sports, Team, Volleyball"
StarDrone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,2287,2018/01/17,Beatshapers,Beatshapers,E,59.0,0.0,"Action, General, Arcade"
Croixleur Sigma,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,527,2016/01/19,Active Gaming Media,"souvenir circ., Active Gaming Media Inc.",E10+,71.0,6.5,"Action, General, ""Beat-Em-Up"", 3D"
Beholder Complete Edition,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,323,2018/01/19,Warm Lamp Games,Warm Lamp Games,T,74.0,0.0,"Strategy, General"
InnerSpace,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1227,2018/01/16,PolyKnight Games,PolyKnight Games,E,67.0,5.6,"Simulation, Flight, CivilianSimulation, Flight, CivilianSimulation, Flight, Civilian"
Kerbal Space Program,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1293,2016/07/15,Squad,"Flying Tiger Entertainment Inc., Squad",E,75.0,7.4,"Simulation, Space, Combat, Civilian"
Scribblenauts Showdown,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2125,2018/03/06,Warner Bros. Interactive Entertainment,"Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment, Shiver Games",E10+,66.0,6.9,"Puzzle, ActionPuzzle, Action"
State of Mind,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,M,,,,2297,2018/08/15,Daedalic Entertainment,Daedalic Entertainment,M,73.0,7.6,"Action Adventure, Adventure, General, 3D, Third-PersonAction Adventure, Adventure, General, 3D, Third-PersonAction Adventure, Adventure, General, 3D, Third-Person"
Surviving Mars,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2384,2018/03/15,"Paradox Interactive,Maximum Games,Maximum Games",Haemimont Games,E10+,76.0,7.1,"Strategy, Management, GovernmentStrategy, Management, GovernmentStrategy, Management, Government"
ACA NEOGEO THE KING OF FIGHTERS '98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,T,,,,107,2018/01/11,Hamster,"Hamster,SNK",T,0.0,7.6,"Action, Fighting, 2DAction, Fighting, 2D"
Owlboy,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1740,2018/04/10,Soedesco,BlitWorks,E10+,88.0,6.6,"Action Adventure, GeneralAction Adventure, General"
Energy Invasion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,801,2018/01/10,Sometimes You,Sometimes You,E,0.0,2.2,"Action, ArcadeAction, Arcade"
Little Red Lie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,M,,,,1369,2018/01/09,WZOGI,WZOGI,M,77.0,3.8,"Adventure, General"
Plox Neon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1822,2018/01/09,Desert Owl Games LLC,Desert Owl Games LLC,E,0.0,0.0,"Action, Arcade"
Ni no Kuni II: REVENANT KINGDOM,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,1646,2018/03/23,Bandai Namco Games,Level 5,T,84.0,7.0,"Role-Playing, Japanese-StyleAction RPG, Role-Playing, Japanese-Style"
FINAL FANTASY XV ROYAL EDITION,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,T,,,,849,2018/03/06,Square Enix,Square Enix,T,77.0,9.3,"Role-Playing, Action RPGRole-Playing, Action RPG"
Street Fighter: 30th Anniversary Collection,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,T,,,,2320,2018/05/29,Capcom,"Capcom, Digital Eclipse",T,83.0,7.6,"Miscellaneous, CompilationMiscellaneous, CompilationMiscellaneous, Compilation"
Metal Gear Survive,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,,,,1487,2018/02/21,Konami,Konami,M,54.0,0.0,"Action Adventure, General, Survival"
Far Cry 5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,M,,,,875,2018/03/27,Ubisoft,Ubisoft Montreal,M,82.0,7.1,"Action, Shooter, First-Person, ArcadeAction, Shooter, First-Person, ArcadeAction, Shooter, First-Person, Arcade"
TINY METAL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2410,2018/01/03,AREA35,AREA35,E10+,0.0,3.8,"Strategy, Turn-Based, Tactics"
Attack on Titan 2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,,,,271,2018/03/20,Koei Tecmo Games,Omega Force,M,75.0,7.6,"Action, GeneralAction, General"
RollerCoaster Legends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,T,,,,2033,2017/12/21,WarDucks,WarDucks,T,0.0,4.2,"Miscellaneous, GeneralMiscellaneous, General"
The BIT.TRIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,2477,Canceled,Choice Provisions,Choice Provisions,E,0.0,0.0,"Miscellaneous, Compilation"
Gravel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1061,2018/02/27,Milestone S.r.l,Milestone S.r.l,E,67.0,7.6,"Racing, Arcade, AutomobileRacing, Arcade, AutomobileRacing, Arcade, Automobile"
SHINY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,2072,2018/02/27,1C Entertainment,Garage 227,E,0.0,0.0,"Action, Platformer, 2D"
Secret of Mana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2130,2018/02/15,Square Enix,"Square Enix, Q Studios",E10+,63.0,7.1,"Role-Playing, Action RPGRole-Playing, Action RPG"
Fallen Legion: Sins of an Empire,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,865,2017/07/18,YummyYummyTummy,YummyYummyTummy,E10+,64.0,8.2,"Role-Playing, Action RPG"
